category,priority_score,label,clean_file,source_file,extension,bytes,sha256
giaba,4,GIABA / d5fea9f546bedcd6c617ce49a344bf15fded2ea4c967475d5b9651174a6728e5-1ST_FUR_GAMBIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ d5fea9f546bedcd6c617ce49a344bf15fded2ea4c967475d5b9651174a6728e5-1ST_FUR_GAMBIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-d5fea9f546bedcd6c617ce49a344bf15fded2ea4c967475d5b9651174a6728e5-1ST_FUR_GAMBIA.pdf--456e4a944f.pdf,.pdf,20909,fa011cfa43160490aef18e511af6f17f2a5615a6acad3efd5778a0735e11c8c8
giaba,4,GIABA / d7ca9ef71f60846573bf0bcef4fcc4b05c8f2f2fc194c15118edbd465dbdab5c-7TH_FUR_GAMBIA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ d7ca9ef71f60846573bf0bcef4fcc4b05c8f2f2fc194c15118edbd465dbdab5c-7TH_FUR_GAMBIA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-d7ca9ef71f60846573bf0bcef4fcc4b05c8f2f2fc194c15118edbd465dbdab5c-7TH_FUR_GAMBIA.pdf--e9179687bd.pdf,.pdf,20909,02c5f8f3b7ba6f890bb1a274f258e19fa531786e931518da275b120057b07606
giaba,4,GIABA / dac42d590a2acb17d93264d25dae4cef3f40a8db885b2557712efbea63cb0d49-Process-and-Procedures-for-the-GIABA-.pdf,02_giaba_evaluations_typologies\GIABA _ dac42d590a2acb17d93264d25dae4cef3f40a8db885b2557712efbea63cb0d49-Process-and-Procedures-for-the-GIABA-.pdf,assets\giaba-org__Frame__pdfviewer-dac42d590a2acb17d93264d25dae4cef3f40a8db885b2557712efbea63cb0d49-Process-and-Procedures-for-the-GIABA---11a560d73a.pdf,.pdf,21139,5df1026b159a2a4237274f76cac390409f06a5e7e7c8cfb9b4f5865b55b9e660
giaba,4,GIABA / db615276b5764ad78cd78709209edec0c41824bdebfec8bb4f505645fbbd6cd1-7th-FUR-Sierra-Leone---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ db615276b5764ad78cd78709209edec0c41824bdebfec8bb4f505645fbbd6cd1-7th-FUR-Sierra-Leone---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-db615276b5764ad78cd78709209edec0c41824bdebfec8bb4f505645fbbd6cd1-7th-FUR-Sierra-Leone---English.pdf--7466705787.pdf,.pdf,20961,09e0f9348bf4689525bc62d65036b76210d65f4e8c29f54fe2838d74e4dd4b56
giaba,4,GIABA / db94ba4c03228da0f4c822ef4e64611270a3c0f8439dac27772976ed939bed78-Sao-Tome-and-Principe---MER 24.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ db94ba4c03228da0f4c822ef4e64611270a3c0f8439dac27772976ed939bed78-Sao-Tome-and-Principe---MER 24.pdf.pdf,assets\giaba-org__Frame__pdfviewer-db94ba4c03228da0f4c822ef4e64611270a3c0f8439dac27772976ed939bed78-Sao-Tome-and-Principe---MER-2024.pdf--e79ea83229.pdf,.pdf,20969,2ee87bba18ee7d664e6fc95f182be2aec6349f5f9a4f244d6e7e0d852bf1eac1
giaba,4,GIABA / dbac5439e84c5c0ff506f8315f3f42a581dc0fd631c0d1c9cef79b424b51e257-MER-Action-Plan-Nigeria---English.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ dbac5439e84c5c0ff506f8315f3f42a581dc0fd631c0d1c9cef79b424b51e257-MER-Action-Plan-Nigeria---English.pdf.pdf,assets\giaba-org__Frame__pdfviewer-dbac5439e84c5c0ff506f8315f3f42a581dc0fd631c0d1c9cef79b424b51e257-MER-Action-Plan-Nigeria---English.pdf--961b8f90db.pdf,.pdf,20967,23584bc12b2207544f41883559c73f5e969632190913e4bb7c815b76d66000b9
giaba,4,GIABA / e27a04949f8369444a5d8c24eaec2acc6f2ae92fbc892846e7afbc3b5681c5c1-ENG---NIGERIA-2ND-ENHANCED-FUR.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ e27a04949f8369444a5d8c24eaec2acc6f2ae92fbc892846e7afbc3b5681c5c1-ENG---NIGERIA-2ND-ENHANCED-FUR.pdf.pdf,assets\giaba-org__Frame__pdfviewer-e27a04949f8369444a5d8c24eaec2acc6f2ae92fbc892846e7afbc3b5681c5c1-ENG---NIGERIA-2ND-ENHANCED-FUR.pdf--ba0c5250fa.pdf,.pdf,20961,22d90761b40d4325a4389ba4a775c752e744340ecc1fe79f9a9ede20bf7374b1
giaba,4,GIABA / e621199791b0096cab4ecad7c7f246cd1482c329eed7572c94e18d43871faea8-ENG---Sierra-Leone-5th-Enhanced-Follo.pdf,02_giaba_evaluations_typologies\GIABA _ e621199791b0096cab4ecad7c7f246cd1482c329eed7572c94e18d43871faea8-ENG---Sierra-Leone-5th-Enhanced-Follo.pdf,assets\giaba-org__Frame__pdfviewer-e621199791b0096cab4ecad7c7f246cd1482c329eed7572c94e18d43871faea8-ENG---Sierra-Leone-5th-Enhanced-Follo--dd1c6016eb.pdf,.pdf,21005,3e3a2556a0adc0e90f8535442543be9e912702ad768eba0eac9a2ed86fb19a89
giaba,4,GIABA / e7ae5ede74538d8341ccb1418de570d8d7734b218df5ba258c7405080e3a7fae-5TH_FUR_GHANA.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ e7ae5ede74538d8341ccb1418de570d8d7734b218df5ba258c7405080e3a7fae-5TH_FUR_GHANA.pdf.pdf,assets\giaba-org__Frame__pdfviewer-e7ae5ede74538d8341ccb1418de570d8d7734b218df5ba258c7405080e3a7fae-5TH_FUR_GHANA.pdf--5c98c8b02f.pdf,.pdf,20907,c2b40ea831da311317d71de208ef6929c48c4db7107edcb0332b20f1a756ab7f
giaba,4,GIABA / ebb11a4e3827b0dcf4b66682b802f3f0841fb5d58cce6f9957dcb123029c86ca-Republic-of-Mali---6th-Enhanced-Follo.pdf,02_giaba_evaluations_typologies\GIABA _ ebb11a4e3827b0dcf4b66682b802f3f0841fb5d58cce6f9957dcb123029c86ca-Republic-of-Mali---6th-Enhanced-Follo.pdf,assets\giaba-org__Frame__pdfviewer-ebb11a4e3827b0dcf4b66682b802f3f0841fb5d58cce6f9957dcb123029c86ca-Republic-of-Mali---6th-Enhanced-Follo--0f44c6ff5a.pdf,.pdf,21011,59cb7fb04e33ffdc7735f2051bd0627c85f87b08e93f985b681ee4a8876ecc1d
giaba,4,GIABA / ed6268273f47908167d7db9368666523bffc03367417ad8f1120625988e615b9-ENG---6th-FUR-Senegal.pdf.pdf,02_giaba_evaluations_typologies\GIABA _ ed6268273f47908167d7db9368666523bffc03367417ad8f1120625988e615b9-ENG---6th-FUR-Senegal.pdf.pdf,assets\giaba-org__Frame__pdfviewer-ed6268273f47908167d7db9368666523bffc03367417ad8f1120625988e615b9-ENG---6th-FUR-Senegal.pdf--bec70e9588.pdf,.pdf,20939,19c3253e3bc796393cc3adbe022b2f392a9ef4d4430eff4dd6de6dedca7c3316
giaba,4,GIABA / ed7e54a9463f405f2c8caff31a6c5da7ee81eb322ea4764b4599d4f8688afba9-769_ENG--Strategic-Review-of-GIABA-Fi.pdf,02_giaba_evaluations_typologies\GIABA _ ed7e54a9463f405f2c8caff31a6c5da7ee81eb322ea4764b4599d4f8688afba9-769_ENG--Strategic-Review-of-GIABA-Fi.pdf,assets\giaba-org__Frame__pdfviewer-ed7e54a9463f405f2c8caff31a6c5da7ee81eb322ea4764b4599d4f8688afba9-769_ENG--Strategic-Review-of-GIABA-Fi--d0adccb880.pdf,.pdf,21121,95ce5e7975faf767031222107a743a3eb5cde2297a8e142cc609dfa500e2116c
giaba,4,GIABA / f0bb53fcf83ce1ebff53b5c4b1f0eaed18d4f562a7bb7ee13a39a435b2828a8f-SCI-09-Avis-Assistant-en-Administrati.pdf,02_giaba_evaluations_typologies\GIABA _ f0bb53fcf83ce1ebff53b5c4b1f0eaed18d4f562a7bb7ee13a39a435b2828a8f-SCI-09-Avis-Assistant-en-Administrati.pdf,assets\giaba-org__Frame__pdfviewer-f0bb53fcf83ce1ebff53b5c4b1f0eaed18d4f562a7bb7ee13a39a435b2828a8f-SCI-09-Avis-Assistant-en-Administrati--d6ee2c4ae2.pdf,.pdf,21039,4ecba292367a973ae6e4c4d01cf4c5ec7d520767b8f2a307b75374e5473207c1
giaba,4,GIABA / f10c73df474db3c99d9a510b230cede9e859493a4d6be1b4e97829074c793375-PORT---IMC_NCC-Operational-Manual_Fin.pdf,02_giaba_evaluations_typologies\GIABA _ f10c73df474db3c99d9a510b230cede9e859493a4d6be1b4e97829074c793375-PORT---IMC_NCC-Operational-Manual_Fin.pdf,assets\giaba-org__Frame__pdfviewer-f10c73df474db3c99d9a510b230cede9e859493a4d6be1b4e97829074c793375-PORT---IMC_NCC-Operational-Manual_Fin--86c3adff0b.pdf,.pdf,20975,41c16dc6e5972405c13fc2150914d43dbe701dbe544df07a01f0b6b74a12ae62
giaba,4,GIABA / f48c74bd084884fd5f837cfc816b074a1afb3dd97108cd96dbc71a10b109aa39-ENG---6th-Enhanced-Follow-Up-Report-o.pdf,02_giaba_evaluations_typologies\GIABA _ f48c74bd084884fd5f837cfc816b074a1afb3dd97108cd96dbc71a10b109aa39-ENG---6th-Enhanced-Follow-Up-Report-o.pdf,assets\giaba-org__Frame__pdfviewer-f48c74bd084884fd5f837cfc816b074a1afb3dd97108cd96dbc71a10b109aa39-ENG---6th-Enhanced-Follow-Up-Report-o--e70c819203.pdf,.pdf,21011,1966ca25b89a89ec6a56df78e4fa529501d8e41f5ab9d989e7528764c792eaae
giaba,4,GIABA / f55bd9f3336f5b90c536a80bae01e22eec06cfd3bb6066b0f111af0ee7bb4ccf-1030_TYPOLOGIES-REPORT-ON-MLG-ARISING.pdf,02_giaba_evaluations_typologies\GIABA _ f55bd9f3336f5b90c536a80bae01e22eec06cfd3bb6066b0f111af0ee7bb4ccf-1030_TYPOLOGIES-REPORT-ON-MLG-ARISING.pdf,assets\giaba-org__Frame__pdfviewer-f55bd9f3336f5b90c536a80bae01e22eec06cfd3bb6066b0f111af0ee7bb4ccf-1030_TYPOLOGIES-REPORT-ON-MLG-ARISING--5bfa6593b1.pdf,.pdf,21089,45bcabe3ec43016f0de49bac7c3c026fbee48f09b51195289edb1aaab3b55e20
giaba,4,GIABA / f65eee74f6cf868b5b7b068a86180e4e687637b9bf33e14e62590801c08ae01a-ENG---GIABA 26-Technical-Assistance.pdf,02_giaba_evaluations_typologies\GIABA _ f65eee74f6cf868b5b7b068a86180e4e687637b9bf33e14e62590801c08ae01a-ENG---GIABA 26-Technical-Assistance.pdf,assets\giaba-org__Frame__pdfviewer-f65eee74f6cf868b5b7b068a86180e4e687637b9bf33e14e62590801c08ae01a-ENG---GIABA-2026-Technical-Assistance--aabe34ec41.pdf,.pdf,21061,06eb981409cbd556bda6ffcb831f49928771cddc52fd1576942b008f8b56946b
giaba,4,GIABA / fb9b83873e90f2e76401eab3abe87952c9ce85b572e29bc5576a71307e6318f0-ENG---1st-Follow-Up-Report-of-Cote-dI.pdf,02_giaba_evaluations_typologies\GIABA _ fb9b83873e90f2e76401eab3abe87952c9ce85b572e29bc5576a71307e6318f0-ENG---1st-Follow-Up-Report-of-Cote-dI.pdf,assets\giaba-org__Frame__pdfviewer-fb9b83873e90f2e76401eab3abe87952c9ce85b572e29bc5576a71307e6318f0-ENG---1st-Follow-Up-Report-of-Cote-dI--57b77f9395.pdf,.pdf,20993,6908c31164b289ad56fa4e3eca12cab435224288ce869a108ad5176ed0b80aeb
giaba,4,GIABA / fde9fdf6f4c448efd78854e11744654391a7c627071483d191b076694d70e2ae-335_MER-Action-Plan-Guinee-Bissau---E.pdf,02_giaba_evaluations_typologies\GIABA _ fde9fdf6f4c448efd78854e11744654391a7c627071483d191b076694d70e2ae-335_MER-Action-Plan-Guinee-Bissau---E.pdf,assets\giaba-org__Frame__pdfviewer-fde9fdf6f4c448efd78854e11744654391a7c627071483d191b076694d70e2ae-335_MER-Action-Plan-Guinee-Bissau---E--d8f3695f8f.pdf,.pdf,20991,2dd33ceed424c1a4358cb57c54f63f063831e8b84fd86415c452efcfeb8f108a
cif,3,CIF / avis-de-manifestation-dinteret-constitution-de-base-de-donnees_cif-burkina-faso_vf.pdf.pdf,04_contexte_cif_sfd\CIF _ avis-de-manifestation-dinteret-constitution-de-base-de-donnees_cif-burkina-faso_vf.pdf.pdf,assets\wp-content__uploads__avis-de-manifestation-dinteret-constitution-de-base-de-donnees_cif-burkina-faso_vf.pdf--8b6a44d5ca.pdf,.pdf,1026852,620b3f3c2952ce58d3248035c7ad8258fa35ea9e5943133a366734754cfdbfb5
cif,3,CIF / dao-recrutement-cabinet_etude-cif-iard_vf.pdf.pdf,04_contexte_cif_sfd\CIF _ dao-recrutement-cabinet_etude-cif-iard_vf.pdf.pdf,assets\wp-content__uploads__dao-recrutement-cabinet_etude-cif-iard_vf.pdf--058ae45ef7.pdf,.pdf,176613,10242808b53337b72cc07bdc3e2b4d46aa5be12d41c7ff279ff976deffe2516f
cif,3,CIF / dao_-pour-recrutement-facilitateur-projet-digicoop-wa.pdf.pdf,04_contexte_cif_sfd\CIF _ dao_-pour-recrutement-facilitateur-projet-digicoop-wa.pdf.pdf,assets\wp-content__uploads__dao_-pour-recrutement-facilitateur-projet-digicoop-wa.pdf--d553a914cf.pdf,.pdf,183253,9dec849e1d54dd059a46e816487910e9bb046bc2854e6c1311d3af81581e6060
cif,3,CIF / entente-cif-did.pdf.pdf,04_contexte_cif_sfd\CIF _ entente-cif-did.pdf.pdf,assets\wp-content__uploads__entente-cif-did.pdf--0c935b0825.pdf,.pdf,287842,8ea6f250cad288a461c32f67f91d475ac183b8155dd027c8453d680fab667e1d
cif,3,CIF / la-scbf-sengage-aux-cotes-du-reseau-cif-pour-la-digitalisation-du-syscofop-et-leducation-.pdf,04_contexte_cif_sfd\CIF _ la-scbf-sengage-aux-cotes-du-reseau-cif-pour-la-digitalisation-du-syscofop-et-leducation-.pdf,assets\wp-content__uploads__la-scbf-sengage-aux-cotes-du-reseau-cif-pour-la-digitalisation-du-syscofop-et-leducation---9549a0f20c.pdf,.pdf,316226,64e98b2cec91ec55523b230cca0efd3fb4750c0f177f3992748caec365fcd0b3
cif,3,CIF / resultats_selection_benin_cif_2026.pdf.pdf,04_contexte_cif_sfd\CIF _ resultats_selection_benin_cif_2026.pdf.pdf,assets\wp-content__uploads__resultats_selection_benin_cif_2026.pdf--9a2074d101.pdf,.pdf,76662,68f3c3842355be824b6ae9cff3b89805cd5b37d0eaf7bc4a46b7e9d120349ab0
cif,3,CIF / resultats_selection_burkina_faso_cif_2026.pdf.pdf,04_contexte_cif_sfd\CIF _ resultats_selection_burkina_faso_cif_2026.pdf.pdf,assets\wp-content__uploads__resultats_selection_burkina_faso_cif_2026.pdf--9823b91fcd.pdf,.pdf,76354,b8c4e2fcd064f19b9273babbc79a55c62d2d95556aea6f1b0cd7c9f3e1ab1621
cif,3,CIF / resultats_selection_mali_cif_2026.pdf.pdf,04_contexte_cif_sfd\CIF _ resultats_selection_mali_cif_2026.pdf.pdf,assets\wp-content__uploads__resultats_selection_mali_cif_2026.pdf--b54dc83a17.pdf,.pdf,75895,2febb4cb8d5d01fc7f276c8f04dd71c0282b221f7b2b267f1cdb062040bd6e4b
cif,3,CIF / resultats_selection_senegal_cif_2026.pdf.pdf,04_contexte_cif_sfd\CIF _ resultats_selection_senegal_cif_2026.pdf.pdf,assets\wp-content__uploads__resultats_selection_senegal_cif_2026.pdf--5df58f433b.pdf,.pdf,76326,9ab260b42e8eee1d8e660c330f26745dd49086248be4da4e02e8219b0e191908
cif,3,CIF / resultats_selection_togo_cif_2026.pdf.pdf,04_contexte_cif_sfd\CIF _ resultats_selection_togo_cif_2026.pdf.pdf,assets\wp-content__uploads__resultats_selection_togo_cif_2026.pdf--0d077ef8a5.pdf,.pdf,75986,0b83c560d22f50b3059087bfa8fd7783191317a21fdbfd2e375a884805f409e5
cif,3,CIF / tdr-conception-capsule-education-financiere-_-digicoop-wa.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-conception-capsule-education-financiere-_-digicoop-wa.pdf.pdf,assets\wp-content__uploads__tdr-conception-capsule-education-financiere-_-digicoop-wa.pdf--434f5df344.pdf,.pdf,189488,07a9ef1c14569ad97cf2c8e6f88f88dcff1913526ced3ea3252414b29e884fff
cif,3,CIF / tdr-formation-des-inspecteurs-de-la-cif-vf-1.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-formation-des-inspecteurs-de-la-cif-vf-1.pdf.pdf,assets\wp-content__uploads__tdr-formation-des-inspecteurs-de-la-cif-vf-1.pdf--be6ce47a9a.pdf,.pdf,229482,d047f933f6ef2f8a99fdaf5dbd21adc17a1b3d2dff698bd09ca57dab3f04edba
cif,3,CIF / tdr-formation-des-inspecteurs-de-la-cif-vf.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-formation-des-inspecteurs-de-la-cif-vf.pdf.pdf,assets\wp-content__uploads__tdr-formation-des-inspecteurs-de-la-cif-vf.pdf--45daf48493.pdf,.pdf,236352,21e8f9a620d5be330fb8bbf40a0b7893938d3829cfb08e3ca059bf831f041e81
cif,3,CIF / tdr-gestion-des-connaissances-sur-les-acquis-du-projet-digicoop-wa.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-gestion-des-connaissances-sur-les-acquis-du-projet-digicoop-wa.pdf.pdf,assets\wp-content__uploads__tdr-gestion-des-connaissances-sur-les-acquis-du-projet-digicoop-wa.pdf--2f702468de.pdf,.pdf,1739525,20e1ccfb774a4440ca259cc6936d73633c8a825a0c1ca351ea686af9be8e1ea2
cif,3,CIF / tdr-realisation-dun-film-de-capitalisation-projet-digicoop-wa.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-realisation-dun-film-de-capitalisation-projet-digicoop-wa.pdf.pdf,assets\wp-content__uploads__tdr-realisation-dun-film-de-capitalisation-projet-digicoop-wa.pdf--f4c6bc571a.pdf,.pdf,1449724,0fc1437e2490fdcfbc795bff58e3d27b81626b52a18c594755d6dc82b1a85578
cif,3,CIF / tdr-recrutement-auditeur-financier-digicoop-wa.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-recrutement-auditeur-financier-digicoop-wa.pdf.pdf,assets\wp-content__uploads__tdr-recrutement-auditeur-financier-digicoop-wa.pdf--05a9151633.pdf,.pdf,3119162,1fc7aacc93be7b7adbaa5f216bb93e1ed56382b2a8b4311129e8a357309aed60
cif,3,CIF / tdr-recrutement-dun-cabinet-pour-lelaboration-de-la-strategie-de-transformation-digitale..pdf,04_contexte_cif_sfd\CIF _ tdr-recrutement-dun-cabinet-pour-lelaboration-de-la-strategie-de-transformation-digitale..pdf,assets\wp-content__uploads__tdr-recrutement-dun-cabinet-pour-lelaboration-de-la-strategie-de-transformation-digitale.--6ec9d903a5.pdf,.pdf,196277,6b49b8d9aaff7e8895fb4a2c2d7436062cf095bf68d634382a34d33b8c5eff14
cif,3,CIF / tdr-recrutement-dun-consultant-pour-lelaboration-dune-strategie-doperationnalisation-dune.pdf,04_contexte_cif_sfd\CIF _ tdr-recrutement-dun-consultant-pour-lelaboration-dune-strategie-doperationnalisation-dune.pdf,assets\wp-content__uploads__tdr-recrutement-dun-consultant-pour-lelaboration-dune-strategie-doperationnalisation-dune--caafca4ee4.pdf,.pdf,276935,ecc56e9d28d6bf94d13b5e5ca71abd846cb06d50bbebc996048fe3388b33269e
cif,3,CIF / tdr-recrutement-dun-prestataire-en-webmarketing.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-recrutement-dun-prestataire-en-webmarketing.pdf.pdf,assets\wp-content__uploads__tdr-recrutement-dun-prestataire-en-webmarketing.pdf--d64b28e921.pdf,.pdf,209573,b0bd6d5a976cb6be209ed0e19c655fbf145f37770b11747d9cb467224e0b1c7c
cif,3,CIF / tdr-recrutement-dun-prestataire-pour-lelaboration-du-plan-daffaires 26 30.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-recrutement-dun-prestataire-pour-lelaboration-du-plan-daffaires 26 30.pdf.pdf,assets\wp-content__uploads__tdr-recrutement-dun-prestataire-pour-lelaboration-du-plan-daffaires-2026-2030.pdf--1c37d5294f.pdf,.pdf,356967,bac131bbbdddb1c0af2db6d81356c8cb3241c91ecd931b0cc68802cc668efb2d
cif,3,CIF / tdr-recrutement-dun-prestataire-pour-team-building-mobilisation-des-ressources-et-intelli.pdf,04_contexte_cif_sfd\CIF _ tdr-recrutement-dun-prestataire-pour-team-building-mobilisation-des-ressources-et-intelli.pdf,assets\wp-content__uploads__tdr-recrutement-dun-prestataire-pour-team-building-mobilisation-des-ressources-et-intelli--ec8b0a03f8.pdf,.pdf,394538,ddd89ab2374273f31abea67159824b7c7917f2476e2cb81607ea619efd92fc16
cif,3,CIF / tdr-recrutement-dun-prestataire_accueil-24042025.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-recrutement-dun-prestataire_accueil-24042025.pdf.pdf,assets\wp-content__uploads__tdr-recrutement-dun-prestataire_accueil-24042025.pdf--136595c1f2.pdf,.pdf,377358,37175e43cea2f24e083e4323477b093a7af3442e9c9e5678bebd2016b7bd29a9
cif,3,CIF / tdr-team-building-et-elaboration-plan-de-developpement-des-competences-cif_vf.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr-team-building-et-elaboration-plan-de-developpement-des-competences-cif_vf.pdf.pdf,assets\wp-content__uploads__tdr-team-building-et-elaboration-plan-de-developpement-des-competences-cif_vf.pdf--af2865f64d.pdf,.pdf,348193,eb2930aeb36b0a2daec4fa19fb9a3adae9680a946eb3ac349aa54cd6c01eee4c
cif,3,CIF / tdr_-recrutement-auditeur-projet-digicoop_vf.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr_-recrutement-auditeur-projet-digicoop_vf.pdf.pdf,assets\wp-content__uploads__tdr_-recrutement-auditeur-projet-digicoop_vf.pdf--60bc9c02d5.pdf,.pdf,440734,ffd9bafbecc577c0b5565dd07339d984a07a97c2eb5993ab1b81af81dcb7d475
cif,3,CIF / tdr_elaboration-dun-schema-directeur-informatique-pour-la-cif.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr_elaboration-dun-schema-directeur-informatique-pour-la-cif.pdf.pdf,assets\wp-content__uploads__tdr_elaboration-dun-schema-directeur-informatique-pour-la-cif.pdf--124667c312.pdf,.pdf,170739,42b39f144b2046f564a1530f6e9315144a6995f3fd88001a0138161d60d3129c
cif,3,CIF / tdr_recrutement-consultant_fonds-dinves_vf.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr_recrutement-consultant_fonds-dinves_vf.pdf.pdf,assets\wp-content__uploads__tdr_recrutement-consultant_fonds-dinves_vf.pdf--91b8ec32b5.pdf,.pdf,200259,6c72ffea8629345f56a3a7a20d6b273dea606343f1458127a574131dee064c44
cif,3,CIF / tdr_recrutement_cabinet_formation_transf_digitale-rev.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr_recrutement_cabinet_formation_transf_digitale-rev.pdf.pdf,assets\wp-content__uploads__tdr_recrutement_cabinet_formation_transf_digitale-rev.pdf--e0bb0861e6.pdf,.pdf,213803,31694e8d43fe4d06c27e532e38c5e7375822acad2d759d37c6d45a1674889bdc
cif,3,CIF / tdr_recrutement_devs.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr_recrutement_devs.pdf.pdf,assets\wp-content__uploads__tdr_recrutement_devs.pdf--8fc9a897a3.pdf,.pdf,151803,57d25afb9a124cee5ea4c96794094528a0fe238ea0bea53774d2c3470bf322b7
cif,3,CIF / tdr_refonte_site_web_cif-1.pdf.pdf,04_contexte_cif_sfd\CIF _ tdr_refonte_site_web_cif-1.pdf.pdf,assets\wp-content__uploads__tdr_refonte_site_web_cif-1.pdf--534bb5c184.pdf,.pdf,187798,d16cab51252efe2c55f37c1db9a11de7ab057ab77921be34d504b0fd28c99ca0
cif,3,CIF / tdrs-digitalisation-modules-education-financiere_digicoop-fcpb.pdf.pdf,04_contexte_cif_sfd\CIF _ tdrs-digitalisation-modules-education-financiere_digicoop-fcpb.pdf.pdf,assets\wp-content__uploads__tdrs-digitalisation-modules-education-financiere_digicoop-fcpb.pdf--c52188bb0e.pdf,.pdf,294646,cea85bbb9c21382a554664c1c0fe10ee5d42bf4b06f204df020a039a49da765c
cif,3,CIF / tdrs-digitalisation-modules-education-financiere_digicoop-fececam-benin.pdf.pdf,04_contexte_cif_sfd\CIF _ tdrs-digitalisation-modules-education-financiere_digicoop-fececam-benin.pdf.pdf,assets\wp-content__uploads__tdrs-digitalisation-modules-education-financiere_digicoop-fececam-benin.pdf--33314c1b33.pdf,.pdf,297234,066d8e812712f1c1d666dfce35541569291850b0c314d499887bb365a3637b5d
cif,3,CIF / tdrs-digitalisation-modules-education-financiere_digicoop-fucec-togo.pdf.pdf,04_contexte_cif_sfd\CIF _ tdrs-digitalisation-modules-education-financiere_digicoop-fucec-togo.pdf.pdf,assets\wp-content__uploads__tdrs-digitalisation-modules-education-financiere_digicoop-fucec-togo.pdf--3a3170793a.pdf,.pdf,297045,f7ddbca86bd196d20e62eb03a425a61d13ec45ff469f094521182fe8d34a8450
cif,3,CIF / tdrs-digitalisation-modules-education-financiere_digicoop-nyesigiso.pdf.pdf,04_contexte_cif_sfd\CIF _ tdrs-digitalisation-modules-education-financiere_digicoop-nyesigiso.pdf.pdf,assets\wp-content__uploads__tdrs-digitalisation-modules-education-financiere_digicoop-nyesigiso.pdf--2d8027bac0.pdf,.pdf,295533,637383a1087460f9f97d8a24d71d207ddea45b7dca5e26e50fd2fa4884ccc18f
cif,3,CIF / tdrs-hackathon-cif-projet-digicoop-wa_11-mars 26.pdf.pdf,04_contexte_cif_sfd\CIF _ tdrs-hackathon-cif-projet-digicoop-wa_11-mars 26.pdf.pdf,assets\wp-content__uploads__tdrs-hackathon-cif-projet-digicoop-wa_11-mars-2026.pdf--13408f4000.pdf,.pdf,204301,4003bfc3bb72db7c7aa884ca5e9352c16f16a3b4671b499c2446ca6507011351
cif,3,CIF / tdrs_recrutement_secretaire_administratif_vf-1.pdf.pdf,04_contexte_cif_sfd\CIF _ tdrs_recrutement_secretaire_administratif_vf-1.pdf.pdf,assets\wp-content__uploads__tdrs_recrutement_secretaire_administratif_vf-1.pdf--7d3a4f8ad8.pdf,.pdf,161370,8330eba51313eb37e53e35b8ab910e617992f692f92ec392a033892ca4a02756
cif,3,CIF / tdrs_recrutement_secretaire_administratif_vf.pdf.pdf,04_contexte_cif_sfd\CIF _ tdrs_recrutement_secretaire_administratif_vf.pdf.pdf,assets\wp-content__uploads__tdrs_recrutement_secretaire_administratif_vf.pdf--91cab9df4c.pdf,.pdf,172351,70a5ca7d16e357716be69d93106528a4f1b95ca31c12f20298b042a0a1819f3a
cif,3,CIF / un-accord-de-partenariat-entre-banca-etica-et-la-cif.pdf.pdf,04_contexte_cif_sfd\CIF _ un-accord-de-partenariat-entre-banca-etica-et-la-cif.pdf.pdf,assets\wp-content__uploads__un-accord-de-partenariat-entre-banca-etica-et-la-cif.pdf--afaa4ce61b.pdf,.pdf,362340,7744303dad66ba4509e295f1b3059b5573be3068374027e9a4ffa2444f560122
giaba,3,CIF / tdrs-recrutement-consultant-suivi-evaluation-nong-saaya.pdf.pdf,02_giaba_evaluations_typologies\CIF _ tdrs-recrutement-consultant-suivi-evaluation-nong-saaya.pdf.pdf,assets\wp-content__uploads__tdrs-recrutement-consultant-suivi-evaluation-nong-saaya.pdf--d6c0e962f3.pdf,.pdf,403272,756b9afb3001b323303e7938f645ef9b29d6872f660f182768eee9a502dda2c2
